experiment_dir,exp_name,task_type,model,dataset,config_seed,config_hash,markers,result_files,audit_status,notes
exp/cnn_mnist_relu_ln_20260308_150609_80580dfe,cnn_mnist_relu_ln,classification,BaselineCNN,mnist,42,80580dfe05d945904cd51d2881e778bba6f219eed97c917329a2e86779aa75f9,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_relu_ln_20260308_151110_c2536f4a,cnn_mnist_relu_ln,classification,BaselineCNN,mnist,43,c2536f4afd3a0c46e591b4d319654be3a155a2d9c2fd8414afb585f3081bfa21,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_relu_ln_20260308_151559_5f2f81f3,cnn_mnist_relu_ln,classification,BaselineCNN,mnist,44,5f2f81f337a566b85f928839dc332e2c3443949c1a36a0fb1bbe245a2105d25a,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_relu_ln_20260308_152050_063139c2,cnn_mnist_relu_ln,classification,BaselineCNN,mnist,45,063139c26dd7c8a5dd3b6b187ee2c52726b0f89f97566764ede15c78030f021b,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_relu_ln_20260405_075150_3dbadc07,cnn_mnist_relu_ln,classification,BaselineCNN,mnist,1234,3dbadc07fa2a9357b75b1607c69d24306c15f3770428e0814f7f952c67fa0b08,,,incomplete,
exp/cnn_mnist_relu_ln_20260405_110211_3dbadc07,cnn_mnist_relu_ln,classification,BaselineCNN,mnist,1234,3dbadc07fa2a9357b75b1607c69d24306c15f3770428e0814f7f952c67fa0b08,,,incomplete,
exp/cnn_svhn_1arg_20260408_161828_126bda1e,cnn_svhn_1arg,classification,XorNeuronConv,svhn,1234,126bda1e0cf2ae10bd6837a04d59b42d139407d6640d0731724e79cb24e9d666,PRETRAIN_DONE,,incomplete,
exp/cnn_svhn_1arg_20260408_162243_0cbacbf2,cnn_svhn_1arg,classification,XorNeuronConv,svhn,42,0cbacbf2d4f5496b17303a1079ec0e609249a2ec97c2df9d71e6d8aff4a827f4,PRETRAIN_DONE,,incomplete,
exp/cnn_svhn_1arg_20260408_162249_6fccea01,cnn_svhn_1arg,classification,XorNeuronConv,svhn,44,6fccea01641d35301dc0b409ceed72e26424bb1843116e16ebb498aa273c60a5,PRETRAIN_DONE,,incomplete,
exp/cnn_svhn_1arg_20260408_162249_e834f919,cnn_svhn_1arg,classification,XorNeuronConv,svhn,43,e834f919ca460977f8009e25d733f41537ec6382f3c3ecc43d1239e2b05efdcd,PRETRAIN_DONE,,incomplete,
exp/cnn_svhn_1arg_20260408_162255_400a783e,cnn_svhn_1arg,classification,XorNeuronConv,svhn,45,400a783e9daed40efe6aa5f33b9d9918530c2c53f008a30d972afcc0053f6e3a,PRETRAIN_DONE,,incomplete,
exp/cnn_svhn_2arg_20260405_115239_e8364b21,cnn_svhn_2arg,classification,XorNeuronConv,svhn,1234,e8364b21dbead9e82f79f0dfb8429d259d143f67b2ba3db3a822305d69ae2ba7,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_svhn_2arg_20260408_161234_5aff88cb,cnn_svhn_2arg,classification,XorNeuronConv,svhn,43,5aff88cba4abc3dae73cf16b685a8a614adebb1dcc42bf290f99bd81d55ecfd8,PRETRAIN_DONE,,incomplete,
exp/cnn_svhn_2arg_20260408_161234_bf24ee23,cnn_svhn_2arg,classification,XorNeuronConv,svhn,44,bf24ee23a7207882ccabbbe53766df620018be70d07aa5a13762d39634f4a9fe,PRETRAIN_DONE,,incomplete,
exp/cnn_svhn_2arg_20260408_161234_df6c9d77,cnn_svhn_2arg,classification,XorNeuronConv,svhn,42,df6c9d771fc3c9e0566180a1376cbaf087efb87e6618732555b5feecd75f63bb,PRETRAIN_DONE,,incomplete,
exp/cnn_svhn_2arg_20260408_161234_f3dc579f,cnn_svhn_2arg,classification,XorNeuronConv,svhn,45,f3dc579fec1e8d424ec1c0e2ad6670c6f7e9bd29c25c65a6ef9ea924af12e113,PRETRAIN_DONE,,incomplete,
exp/cnn_svhn_relu_20260405_115239_c67c438a,cnn_svhn_relu,classification,BaselineCNN,svhn,1234,c67c438a57a6b9bdff265a559df7ea366b5055b654e54fc74562d5de650b02f3,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_svhn_relu_20260408_161234_5c85be2e,cnn_svhn_relu,classification,BaselineCNN,svhn,43,5c85be2e6a5ae6b6e40a22e93b3f559a01df0a166f6c5769c8da37dccaf5bb7d,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_svhn_relu_20260408_161234_8f4850cc,cnn_svhn_relu,classification,BaselineCNN,svhn,45,8f4850cc916bee728ffd2753017aff1a8b75631830993f95d7806bc98d9f5f98,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_svhn_relu_20260408_161234_c6629880,cnn_svhn_relu,classification,BaselineCNN,svhn,42,c6629880b50f51790a491ace087b6a051677d51449e6260fcbcd25fb0ec411f5,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_svhn_relu_20260408_161234_d20809e3,cnn_svhn_relu,classification,BaselineCNN,svhn,44,d20809e322cc5cfe61e53f3595e414ba41576d80cbb40cda72eae51b495c2871,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_svhn_relu_ln_20260408_162733_5ee4ffd6,cnn_svhn_relu_ln,classification,BaselineCNN,svhn,1234,5ee4ffd689a9e657ba308923b261ff1f64f96a5c74c043841c68c8b11829ae71,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_svhn_relu_ln_20260408_163119_ea7d444d,cnn_svhn_relu_ln,classification,BaselineCNN,svhn,42,ea7d444de74188489bae69c8305eda00da81a74ecbb958502ce1bba269885e5d,PRETRAIN_DONE,,incomplete,
exp/cnn_svhn_relu_ln_20260408_163414_7ea2b8a7,cnn_svhn_relu_ln,classification,BaselineCNN,svhn,44,7ea2b8a7dd44cab056f317bda350ab8436db6f2290f09cef09e083ceba766b72,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_svhn_relu_ln_20260408_163414_84f69de8,cnn_svhn_relu_ln,classification,BaselineCNN,svhn,43,84f69de8f6f3307b0ac526a3257fa6dfc246cb429703afb44f3c380fe96140d9,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_svhn_relu_ln_20260408_163618_27241de5,cnn_svhn_relu_ln,classification,BaselineCNN,svhn,45,27241de555eea235e72cdb6581381f89c806edd2f171a04db7fdcf070da73c1b,PRETRAIN_DONE,,incomplete,
exp/lstm_wikitext_2arg_20260302_104043_cd902e6b,lstm_wikitext_2arg,language_model,InnerNetLSTMModel,,1234,cd902e6b7699f9fce9f137f4f37ea49db91f4df6a8c8d66c5a3ab2ffb7d51289,COMPLETED,lm_results.p,raw-verified,
exp/lstm_wikitext_baseline_20260302_104059_967944af,lstm_wikitext_baseline,language_model,StandardLSTMModel,,1234,967944afca10691a91fd3e2a7b688e7c88774c4391cf190a0e61dbd526466422,COMPLETED,lm_results.p,raw-verified,
exp/mixer_cifar_2arg_20260404_222531_96225e2a,mixer_cifar_2arg,mixer,InnerNetMLPMixer,,1234,96225e2a24f2922b198e83802ddabd8f5210a2ca9e13852ca0a16bbe342b31c3,COMPLETED,mixer_results.p,raw-verified,
exp/mixer_cifar_2arg_20260405_075203_96225e2a,mixer_cifar_2arg,mixer,InnerNetMLPMixer,,1234,96225e2a24f2922b198e83802ddabd8f5210a2ca9e13852ca0a16bbe342b31c3,,,incomplete,
exp/mixer_cifar_gelu_20260404_225411_d33979d5,mixer_cifar_gelu,mixer,StandardMLPMixer,,1234,d33979d50544849c7c8cf34e7ca9358f6f27930486a61ffb630c47d6e5a65ec6,COMPLETED,mixer_results.p,raw-verified,
exp/mixer_cifar_gelu_20260405_075206_d33979d5,mixer_cifar_gelu,mixer,StandardMLPMixer,,1234,d33979d50544849c7c8cf34e7ca9358f6f27930486a61ffb630c47d6e5a65ec6,,,incomplete,
exp/mixer_mnist_2arg_20260405_115323_0bad320f,mixer_mnist_2arg,mixer,InnerNetMLPMixer,mnist,1234,0bad320fc6a0715566baf3e2b838ab7a6939d14526adb3f1df663d774c1d68c0,COMPLETED,mixer_results.p,raw-verified,
exp/mixer_mnist_gelu_20260405_115323_34491c15,mixer_mnist_gelu,mixer,StandardMLPMixer,mnist,1234,34491c15ddd139978892f1012a960ba27f0bf6378f432cf41bba2ea380665a6e,COMPLETED,mixer_results.p,raw-verified,
exp/mlp_cifar_1arg_20260305_000739_f222d9e9,mlp_cifar_1arg,classification,XorNeuronMLP,cifar10,1234,f222d9e99ec6a97bf8b9e1e6daa2e05a5eb7e0cfc842324b80067d849bc51f19,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_1arg_20260308_162538_e40d152e,mlp_cifar_1arg,classification,XorNeuronMLP,cifar10,42,e40d152e22e8e76489360ad16e50ecd5addb63fc9a3fced475277e306ecdee93,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_1arg_20260308_163129_ee31b219,mlp_cifar_1arg,classification,XorNeuronMLP,cifar10,43,ee31b219a7c69be608fd43bcfda51c0af257300d78e9787e77bc0eb5e1aab299,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_1arg_20260308_163713_e0173c9c,mlp_cifar_1arg,classification,XorNeuronMLP,cifar10,44,e0173c9cf5d438ef5ec9a3d9d6f1d6976be403d4ea1080d86709ecc9757b7d6a,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_1arg_20260308_164255_71d9b9b5,mlp_cifar_1arg,classification,XorNeuronMLP,cifar10,45,71d9b9b5794c77d254b05c8219032aa154987e1846dac4f0acb72461913b9778,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_2arg_20260301_161820_f59be49e,mlp_cifar_2arg,classification,XorNeuronMLP,cifar10,1234,f59be49e4dc9f4043d133aae7a99567ba44cef04aa509e700f1dc19ecf3635b1,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_2arg_20260404_171911_103bf03f,mlp_cifar_2arg,classification,XorNeuronMLP,cifar10,42,103bf03f85c9dc7f729050aa139c04430fda382c864084591069a285aec24477,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_2arg_20260404_172133_cd6a3554,mlp_cifar_2arg,classification,XorNeuronMLP,cifar10,43,cd6a3554f304bf5472510e758143030eb5941c63f1372f703031379235dcdcd3,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_2arg_20260404_172236_3fbac532,mlp_cifar_2arg,classification,XorNeuronMLP,cifar10,44,3fbac532f92b0f8229467fafb065ba60c0ec7444b8f40a7d23f98a37c8a67bc2,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_2arg_20260404_172236_abbe99dc,mlp_cifar_2arg,classification,XorNeuronMLP,cifar10,45,abbe99dcb283990f236c48c7afd78cdf179513652acbb06da661fdeae617c679,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_relu_20260305_005339_d4b232a1,mlp_cifar_relu,classification,BaselineMLP,cifar10,1234,d4b232a172575ddd518f0b6909d1da580e2a597c4724704b61f61f31f88848e5,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_relu_20260308_141652_ddbfcd34,mlp_cifar_relu,classification,BaselineMLP,cifar10,42,ddbfcd34efd4b83babe3729ce9ca02f75ec4e91e5708533ef3d61dc9e3c44877,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_relu_20260308_142044_28bcdda8,mlp_cifar_relu,classification,BaselineMLP,cifar10,43,28bcdda85cce283ad553b3f4a0a89496d1887d3b949ed390e35f696337c92f8b,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_relu_20260308_142436_f9ec2d6b,mlp_cifar_relu,classification,BaselineMLP,cifar10,44,f9ec2d6bd6c0da591ed9d706c6dd073dee588a51db8499977d9ae2c18d7fd1db,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_relu_20260308_142824_9a1ddc15,mlp_cifar_relu,classification,BaselineMLP,cifar10,45,9a1ddc1574886d0299aa9844cc64076dc57a337a285aae9dcacbed95dc23dd92,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_relu_ln_20260308_143212_42e600bc,mlp_cifar_relu_ln,classification,BaselineMLP,cifar10,42,42e600bc9476d3946f8db3c302914e5d70c560b8d43584b99486f9490b7f1c71,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_relu_ln_20260308_143606_9b7796e0,mlp_cifar_relu_ln,classification,BaselineMLP,cifar10,43,9b7796e048062db50f93b97d2b234396168d7c0975ce6b909b3f87c2c5e517e5,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_relu_ln_20260308_143954_f210796f,mlp_cifar_relu_ln,classification,BaselineMLP,cifar10,44,f210796f4d02ca3aca397a125b6fcb45336c8070dcd111f1fcf33a3a6cf49139,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_relu_ln_20260308_144344_9f6f77c3,mlp_cifar_relu_ln,classification,BaselineMLP,cifar10,45,9f6f77c3ac4cf5cf3d9c5250d4d5270d06c449ba22d57b6916392f0f49bf745e,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_relu_ln_20260405_075209_599e9ab5,mlp_cifar_relu_ln,classification,BaselineMLP,cifar10,1234,599e9ab5a955b2ed8ace2eed0f8d420913a461521d4d1e461887ef5f856f25c8,,,incomplete,
exp/mlp_cifar_relu_ln_20260405_110236_599e9ab5,mlp_cifar_relu_ln,classification,BaselineMLP,cifar10,1234,599e9ab5a955b2ed8ace2eed0f8d420913a461521d4d1e461887ef5f856f25c8,,,incomplete,
exp/mlp_cifar_scale_2arg_w128_20260406_142936_495e5b20,mlp_cifar_scale_2arg_w128,classification,XorNeuronMLP,cifar10,1234,495e5b20bbfb0934eba6715874fa953f8ecf7064153ea9c755119fd817f26525,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w128_20260406_142936_675d4e8f,mlp_cifar_scale_2arg_w128,classification,XorNeuronMLP,cifar10,42,675d4e8f5e7f07efe0b74e4ff27f07e3fde0c55c6987d95483e3662869d27440,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w128_20260406_143021_08f9d9bc,mlp_cifar_scale_2arg_w128,classification,XorNeuronMLP,cifar10,43,08f9d9bc74c52d945401ddb25013b888ddbc56b23998b46366f197d9212a3be3,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w128_20260406_143021_0b4a98cd,mlp_cifar_scale_2arg_w128,classification,XorNeuronMLP,cifar10,45,0b4a98cd883bc6a90adb2ae929472b19e6c4f7c0432186063ce0e38a25121e45,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w128_20260406_143021_fe039425,mlp_cifar_scale_2arg_w128,classification,XorNeuronMLP,cifar10,44,fe039425a0c2556e214aedc8a34c76036acaae5b2eb56858a1eb34bac2ce0671,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w256_20260406_142936_03590550,mlp_cifar_scale_2arg_w256,classification,XorNeuronMLP,cifar10,43,03590550828099ee7f8913bd02ef0096e2d737ba962e223ea816a572d5ec266e,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w256_20260406_142936_20ca0470,mlp_cifar_scale_2arg_w256,classification,XorNeuronMLP,cifar10,45,20ca04705534ed629b52b984fa97e03ba588a3e24db2ae4dfde038e199b52bbe,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w256_20260406_142936_5a3b716f,mlp_cifar_scale_2arg_w256,classification,XorNeuronMLP,cifar10,44,5a3b716ff24b5b564fba1c8f56f59569160fc7556bb246d4d21de8c459e8649c,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w256_20260406_142936_5e9e07f1,mlp_cifar_scale_2arg_w256,classification,XorNeuronMLP,cifar10,42,5e9e07f11411d472952f96c0c87ec27d5073b09676267a31bb646419c09a691c,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w256_20260406_143021_b80994c5,mlp_cifar_scale_2arg_w256,classification,XorNeuronMLP,cifar10,1234,b80994c56bf58310af27b51e3d5f0c52ad31ed86f253b8c4eb21e39e78c8a31e,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w32_20260406_142936_16e6735c,mlp_cifar_scale_2arg_w32,classification,XorNeuronMLP,cifar10,1234,16e6735cd29c854853422ceafecc1e431ca598859c305ad50e720dbc79f8b5e6,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w32_20260406_142936_35d9d9b8,mlp_cifar_scale_2arg_w32,classification,XorNeuronMLP,cifar10,43,35d9d9b81960dbe6344abca57331eaa124a4673d8f2ddd98d42d61d2649d0c85,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w32_20260406_142936_96a13398,mlp_cifar_scale_2arg_w32,classification,XorNeuronMLP,cifar10,44,96a13398af712055712202a92d703b1e7dcb93f1900074237dd0f5c9907eb7a2,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w32_20260406_142936_9dc72149,mlp_cifar_scale_2arg_w32,classification,XorNeuronMLP,cifar10,45,9dc72149767044dd7bf2edf2c8c4430932955d7e777752e44f3fbc50a686aa4b,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w32_20260406_142936_e7dbf43f,mlp_cifar_scale_2arg_w32,classification,XorNeuronMLP,cifar10,42,e7dbf43fb626f27a043fab4ad106c6c84ee6dc86017d8bb5cdccc66b856a9f54,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w512_20260406_142936_0e3f5f87,mlp_cifar_scale_2arg_w512,classification,XorNeuronMLP,cifar10,1234,0e3f5f873387151e0ce53dc9f6b29c9fbe6aa9eb1b96fda6aad43f7d18f9a3a0,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w512_20260406_142936_18a0d215,mlp_cifar_scale_2arg_w512,classification,XorNeuronMLP,cifar10,44,18a0d215e316965fdc27d2734dc457db4498925594482694db98f9550406a55e,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w512_20260406_142936_374f895c,mlp_cifar_scale_2arg_w512,classification,XorNeuronMLP,cifar10,42,374f895c4ca2bbcc11e6091cab95095a60bbd6201d8522507ad73b94183f0973,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w512_20260406_142936_5232049e,mlp_cifar_scale_2arg_w512,classification,XorNeuronMLP,cifar10,45,5232049e65d267428ea8ca8b86bc96433abb72f6f4145d011c8eafbcc45fbd39,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w512_20260406_142936_aa0666af,mlp_cifar_scale_2arg_w512,classification,XorNeuronMLP,cifar10,43,aa0666afeaef527fc60556adbe16247a35543b7aed3a7e0a2771f356d6cadaf2,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w64_20260406_142936_13e24ec8,mlp_cifar_scale_2arg_w64,classification,XorNeuronMLP,cifar10,43,13e24ec81784eceb893f3e56c257a9743125646e716f50c04f0d7c0d8add86cf,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w64_20260406_142936_1a14e5df,mlp_cifar_scale_2arg_w64,classification,XorNeuronMLP,cifar10,44,1a14e5df14f0cc335a7ab2f2444baf5ec9bc2b046c8986fe499c377c70d6466e,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w64_20260406_142936_23420efb,mlp_cifar_scale_2arg_w64,classification,XorNeuronMLP,cifar10,1234,23420efbf2ea8b7eb22b5be2c7e073da9ace4a1c4af1d6c854123c685299750d,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w64_20260406_142936_90b142a1,mlp_cifar_scale_2arg_w64,classification,XorNeuronMLP,cifar10,42,90b142a15ec54b7c53a8ce4bfea9b302e838406b42b39c56841852fd4884d1e3,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_2arg_w64_20260406_142936_a5c5cb33,mlp_cifar_scale_2arg_w64,classification,XorNeuronMLP,cifar10,45,a5c5cb33bc2fb57b994152bea3d104878ae7c38b9dcd2d57b32a611a77bdc7a7,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w128_20260406_142936_719417f7,mlp_cifar_scale_relu_w128,classification,BaselineMLP,cifar10,43,719417f74e8fd6f265e83bd46f72e92d517c967b9331426f9a94b9e37884a90c,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w128_20260406_142936_77521714,mlp_cifar_scale_relu_w128,classification,BaselineMLP,cifar10,1234,775217149be0e8f11ff64ac9246cbff15613706162330951d4d0e187a179dcd0,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w128_20260406_142936_e45dcda2,mlp_cifar_scale_relu_w128,classification,BaselineMLP,cifar10,42,e45dcda29d102b155c4b5d13d19d421edbd498dc68ab6e817b3a738126dda026,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w128_20260406_143021_6d12bb6a,mlp_cifar_scale_relu_w128,classification,BaselineMLP,cifar10,45,6d12bb6a2e2eb12ffe7a857733908bb2541ac2cdca768f30841764c0b1d33ef7,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w128_20260406_143021_c03e663e,mlp_cifar_scale_relu_w128,classification,BaselineMLP,cifar10,44,c03e663edc8003aaa3970a9c02274b063c5c5acfec96b17cccebfb14b719456d,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w256_20260406_143702_9f391d47,mlp_cifar_scale_relu_w256,classification,BaselineMLP,cifar10,1234,9f391d47f1e1f2effb4b1fa79dbf1c1e65c3552c92ac287137a40ae118004c91,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w256_20260406_143713_9020b119,mlp_cifar_scale_relu_w256,classification,BaselineMLP,cifar10,42,9020b119ff9eb1cccedb24df70e10325d971b15d95b4cc7149c2eaaaa39c0f59,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w256_20260406_143734_5bf850d4,mlp_cifar_scale_relu_w256,classification,BaselineMLP,cifar10,43,5bf850d4ffd2d4dc4f751bc2469ffcfec6eb7f532fd33d9e950ad9225eefdebd,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w256_20260406_143904_5123c2b7,mlp_cifar_scale_relu_w256,classification,BaselineMLP,cifar10,44,5123c2b78347d0817ba94aaf4d2d5d38ce102afccb83d4e29b6a67d17b1cd9bf,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
